,author,title,date,
1505,REAS,Spanish translation,2004-07-13 04:24:00,
1506,Pedro_Alpera,Spanish translation,2004-07-16 20:02:00,
1507,fjoselevich,Spanish translation,2004-07-18 14:00:00,
1508,Pedro_Alpera,Spanish translation,2004-07-22 12:13:00,
1509,missha,Spanish translation,2004-10-31 00:53:00,
1510,fry,site downage / new server,2004-06-10 18:47:00,
1511,fry,Status 21 June 2004,2004-06-21 17:04:00,
1512,room,Installation #2 :: v3ga @ audiobulb,2004-07-01 16:46:00,
1513,room,Installation #2 :: v3ga @ audiobulb,2004-08-03 10:40:00,
1514,mattgilbert,"dorkbot socal, july 4th",2004-07-02 11:21:00,
1515,mflux,"dorkbot socal, july 4th",2004-07-03 03:33:00,
1516,mattgilbert,"dorkbot socal, july 4th",2004-07-03 20:01:00,
1517,s mason,propcessing fan,2004-07-08 00:52:00,
1518,narain,propcessing fan,2004-07-08 05:33:00,
1519,s mason,propcessing fan,2004-07-08 05:50:00,
1520,REAS,propcessing fan,2004-07-09 21:25:00,
1521,gdunne,propcessing fan,2004-07-17 00:07:00,
1522,fry,Status 18 July 2004,2004-07-18 19:22:00,
1523,REAS,Status 18 July 2004,2004-07-18 20:00:00,
1524,REAS,Disabled Guest Posting,2004-07-28 02:28:00,
1525,fjoselevich,Catalanian Translation,2004-07-28 12:36:00,
1526,REAS,Catalanian Translation,2004-07-30 23:46:00,
1527,joan,Catalanian Translation,2004-07-31 00:39:00,
1528,rgovostes,Status?,2004-08-29 17:32:00,
1529,fry,Status?,2004-09-02 19:50:00,
1530,sunit,Ars Electronica?,2004-08-30 09:57:00,
1531,amoeba,Ars Electronica?,2004-08-30 19:23:00,
1532,amoeba,Ars Electronica?,2004-09-03 13:09:00,
1533,TomC,Processing Bookmarks,2004-09-02 00:03:00,
1534,mKoser,Processing Bookmarks,2004-09-02 01:04:00,
1535,Frederik,Processing Bookmarks,2004-09-16 21:36:00,
1536,cello,Processing Bookmarks,2004-09-17 00:50:00,
1537,mflux,Processing Bookmarks,2004-09-23 01:52:00,
1538,artkast,Processing Bookmarks,2004-10-31 08:07:00,
1539,fry,Status 2 September 04,2004-09-02 19:48:00,
1540,cello,Status 2 September 04,2004-09-12 19:28:00,
1541,fry,Status 2 September 04,2004-09-13 17:03:00,
1542,cello,Status 2 September 04,2004-09-13 18:24:00,
1543,Martin,Wiki + Mailing List,2004-09-12 08:36:00,
1544,arielm,Wiki + Mailing List,2004-09-12 09:04:00,
1545,Martin,Wiki + Mailing List,2004-09-12 13:19:00,
1546,TomC,Wiki + Mailing List,2004-09-12 19:44:00,
1547,Martin,Wiki + Mailing List,2004-09-13 15:26:00,
1548,fry,Status 23 September 04,2004-09-23 18:12:00,
1549,REAS,Status 29 September 04,2004-09-29 22:18:00,
1550,metaphorz,New event library and examples,2004-10-02 02:43:00,
1551,simoniredale,Hello all,2004-11-18 14:04:00,
1552,mKoser,Hello all,2004-11-18 21:06:00,
1553,simoniredale,Hello all,2004-11-18 21:43:00,
1554,ArtCrime,Hello all,2005-01-28 21:44:00,
1555,squid,Hello all,2005-02-15 21:05:00,
1556,REAS,Status 2 December 04,2004-12-02 20:57:00,
1557,homesick_alien,Status 2 December 04,2004-12-04 13:07:00,
1558,fry,Status 2 December 04,2005-01-12 01:51:00,
1559,Vair,Status 2 December 04,2005-01-19 03:05:00,
1560,ssdesign,Status 2 December 04,2005-02-23 19:50:00,
1561,REAS,Processing Website.,2004-12-02 21:31:00,
1562,ssdesign,Processing Website.,2005-01-20 14:19:00,
1563,ssdesign,Portal on Generative Graphics,2005-01-05 12:09:00,
1564,ssdesign,Portal on Generative Graphics,2005-01-15 22:08:00,
1565,Ricard,Portal on Generative Graphics,2005-01-17 13:39:00,
1566,REAS,Portal on Generative Graphics,2005-01-18 02:26:00,
1567,Ricard,Portal on Generative Graphics,2005-01-18 03:12:00,
1568,ssdesign,Portal on Generative Graphics,2005-01-18 10:13:00,
1569,ssdesign,Portal on Generative Graphics,2005-01-18 10:28:00,
1570,Manolis,Greek Reference Translation ,2005-01-07 17:09:00,
1571,fjen,Greek Reference Translation ,2005-01-09 15:35:00,
1572,Manolis,Greek Reference Translation ,2005-01-09 19:51:00,
1573,Ricard,Mailinglist?,2005-01-15 18:44:00,
1574,REAS,Mailinglist?,2005-01-18 02:23:00,
1575,mattgilbert,Mailinglist?,2005-01-25 06:26:00,
1576,toxi,Mailinglist?,2005-01-25 15:34:00,
1577,toxi,RSS Feed,2005-01-27 15:24:00,
1578,eskimoblood,RSS Feed,2005-01-27 15:39:00,
1579,TomC,RSS Feed,2005-01-27 16:00:00,
1580,toxi,RSS Feed,2005-01-27 19:13:00,
1581,gabon,RSS Feed,2005-01-27 22:18:00,
1582,fjen,RSS Feed,2005-01-27 23:42:00,
1583,toxi,RSS Feed,2005-01-28 14:18:00,
1584,mattgilbert,RSS Feed,2005-02-13 11:47:00,
1585,fry,Status 13 February 2005,2005-02-13 22:28:00,
1586,tonylemesmer,Status 13 February 2005,2005-02-21 21:15:00,
1587,Davidb45,Processing installation,2005-02-18 04:19:00,
1588,Martin,Processing installation,2005-02-20 18:14:00,
1589,Martin,Ben,2005-02-20 18:16:00,
1590,mattpace,standard hello topic,2005-02-23 22:31:00,
1591,mflux,standard hello topic,2005-03-01 14:56:00,
1592,levinbeicht,German Reference Translation,2005-02-24 09:12:00,
1593,fjen,German Reference Translation,2005-02-24 11:29:00,
1594,GordonA,Hi everyone,2005-03-05 00:03:00,
1595,GordonA,Hi everyone,2005-03-21 01:28:00,
1596,st33d,Hi everyone,2005-03-21 01:56:00,
1597,Phill Phorrari,jah all be blessed n_n,2005-03-06 16:59:00,
1598,fry,Status 6 March 2005,2005-03-06 18:47:00,
1599,Vair,Status 6 March 2005,2005-04-07 05:20:00,
1600,fry,Status 6 March 2005,2005-04-07 10:00:00,
1601,Eilsoe,"A big fat ""hi!""",2005-03-08 16:32:00,
1602,lunetta,actual number of P5 users?,2005-03-12 17:09:00,
1603,fry,actual number of P5 users?,2005-03-12 20:41:00,
1604,lunetta,actual number of P5 users?,2005-03-12 21:06:00,
1605,Phill Phorrari,actual number of P5 users?,2005-03-13 12:47:00,
1606,fry,actual number of P5 users?,2005-03-13 17:07:00,
1607,fry,actual number of P5 users?,2005-03-23 05:05:00,
1608,lunetta,actual number of P5 users?,2005-03-23 09:45:00,
1609,TomC,actual number of P5 users?,2005-03-24 13:06:00,
1610,fry,actual number of P5 users?,2005-03-24 16:51:00,
1611,st33d,P5 yellow pages,2005-03-12 22:56:00,
1612,billiam,output to flash?,2005-03-22 04:22:00,
1613,tex,output to flash?,2005-03-22 09:43:00,
1614,gabon,output to flash?,2005-03-22 23:37:00,
1615,john,howdy ,2005-03-26 07:49:00,
1616,kurol,OMGHI2U!!!1,2005-03-29 11:31:00,
1617,st33d,OMGHI2U!!!1,2005-03-29 20:22:00,
1618,van,Excerpt of message to Guy Steele et al.,2005-03-29 19:49:00,
1619,sunbun,ANY ARTISTS??? :),2005-04-08 04:08:00,
1620,st33d,ANY ARTISTS??? :),2005-04-14 11:04:00,
1621,fry,web crawlers / copiers,2005-04-13 22:39:00,
1622,fry,Status 14 April 2005,2005-04-14 06:51:00,
1623,Ricard,Status 14 April 2005,2005-04-14 10:58:00,
1624,JohnG,Status 14 April 2005,2005-04-14 12:41:00,
1625,mungbean,Status 14 April 2005,2005-04-18 23:40:00,
1626,Mythmon,Status 14 April 2005,2005-04-19 00:15:00,
1627,fry,Status 14 April 2005,2005-04-19 01:10:00,
1628,Martin,Typehappy,2002-10-24 05:02:00,
1629,Martin,Typehappy,2002-10-24 05:46:00,
1630,Dimitre,"XORitzer, ORation and plaider",2002-11-06 22:33:00,
1631,Glen Murphy,"XORitzer, ORation and plaider",2002-11-06 23:47:00,
1632,Dimitre,"XORitzer, ORation and plaider",2002-11-07 13:52:00,
1633,Dimitre,"XORitzer, ORation and plaider",2002-11-12 14:52:00,
1634,Dimitre,Moiré example,2002-11-14 14:40:00,
1635,chris,push() and Pop() example,2002-12-05 15:51:00,
1636,Dimitre,spectrum analisys,2002-12-06 22:46:00,
1637,REAS,spectrum analisys,2002-12-08 11:01:00,
1638,Dimitre,spectrum analisys,2002-12-08 19:16:00,
1639,Leroy.Mungo,Monster Scanner,2002-11-29 17:20:00,
1640,fdb,Monster Scanner,2002-12-12 20:37:00,
1641,seb,Sin-wave Patterns,2003-01-05 02:23:00,
1642,benelek,bubble reincarnation,2003-01-05 06:09:00,
1643,Glen Murphy,"Miscellanous (water, cities, bubbles)",2003-01-09 00:17:00,
1644,seb,"Miscellanous (water, cities, bubbles)",2003-01-09 03:22:00,
1645,Glen Murphy,love,2002-12-11 08:53:00,
1646,REAS,love,2002-12-11 09:57:00,
1647,forkinsocket,love,2003-01-16 03:30:00,
1648,Evan Harper,animating with arrays (snakecharmer),2003-01-19 01:22:00,
1649,Evan Harper,animating with arrays (snakecharmer),2003-01-19 02:39:00,
1650,benelek,animating with arrays (snakecharmer),2003-01-19 13:08:00,
1651,Glen Murphy,Antialiased Lines,2003-01-23 14:05:00,
1652,Dimitre,Antialiased Lines,2003-01-23 14:19:00,
1653,Glen Murphy,Consumption of resources,2003-01-21 03:28:00,
1654,REAS,Consumption of resources,2003-01-21 20:15:00,
1655,Glen Murphy,Consumption of resources,2003-01-23 00:38:00,
1656,mrb,Consumption of resources,2003-01-23 04:42:00,
1657,Mike Davis,Consumption of resources,2003-01-23 21:59:00,
1658,mmuday,circle forms,2003-01-27 04:29:00,
1659,Glen Murphy,grid6,2003-01-28 09:55:00,
1660,benelek,grid6,2003-01-28 12:39:00,
1661,mmuday,afterimage,2003-01-29 15:02:00,
1662,Dara,Extruder based on Casey Reas' Landscape,2003-01-13 23:00:00,
1663,Martin,Extruder based on Casey Reas' Landscape,2003-01-18 12:34:00,
1664,benelek,Extruder based on Casey Reas' Landscape,2003-01-18 14:23:00,
1665,Martin,Extruder based on Casey Reas' Landscape,2003-01-18 15:02:00,
1666,fry,Extruder based on Casey Reas' Landscape,2003-01-31 15:52:00,
1667,fry,Extruder based on Casey Reas' Landscape,2003-01-31 15:55:00,
1668,fry,Extruder based on Casey Reas' Landscape,2003-01-31 16:05:00,
1669,fry,Extruder based on Casey Reas' Landscape,2003-01-31 16:51:00,
1670,gsm,Extruder based on Casey Reas' Landscape,2003-05-01 22:32:00,
1671,Dara,Extruder based on Casey Reas' Landscape,2003-05-03 17:30:00,
1672,JimQode,JSICUW1,2003-02-03 14:46:00,
1673,Glen Murphy,JSICUW1,2003-02-03 23:37:00,
1674,REAS,JSICUW1,2003-02-06 20:07:00,
1675,elizeo,My first exemple,2003-01-05 03:42:00,
1676,REAS,Guidelines,2003-02-14 01:44:00,
1677,mmuday,decoPlanes,2003-02-14 04:57:00,
1678,benelek,additive affects of random into form,2003-02-20 15:23:00,
1679,benelek,consistent noise,2003-02-21 13:29:00,
1680,benelek,consistent noise,2003-02-23 07:21:00,
1681,benelek,consistent noise,2003-03-03 14:02:00,
1682,jacob,consistent noise,2003-03-05 06:13:00,
1683,benelek,consistent noise,2003-03-05 10:10:00,
1684,gkoshra,Some brownian patterns.,2003-02-24 11:48:00,
1685,mmuday,well,2003-02-26 04:44:00,
1686,Martin,well,2003-02-27 15:12:00,
1687,mmuday,well,2003-03-02 23:08:00,
1688,benelek,well,2003-03-05 10:17:00,
1689,Martin,well,2003-03-06 19:06:00,
1690,tomek,well,2003-03-06 23:01:00,
1691,benelek,well,2003-03-08 01:01:00,
1692,benelek,well,2003-03-08 01:21:00,
1693,benelek,well,2003-03-08 01:29:00,
1694,Martin,well,2003-03-08 08:57:00,
1695,fry,well,2003-03-08 20:04:00,
1696,benelek,well,2003-03-09 01:00:00,
1697,Martin,well,2003-03-09 11:29:00,
1698,mmuday,well,2003-03-10 14:56:00,
1699,Martin,well,2003-03-10 18:29:00,
1700,mmuday,well,2003-02-26 04:44:00,
1701,Martin,well,2003-02-27 15:12:00,
1702,mmuday,well,2003-03-02 23:08:00,
1703,benelek,well,2003-03-05 10:17:00,
1704,Martin,well,2003-03-06 19:06:00,
1705,tomek,well,2003-03-06 23:01:00,
1706,benelek,well,2003-03-08 01:01:00,
1707,benelek,well,2003-03-08 01:21:00,
1708,benelek,well,2003-03-08 01:29:00,
1709,Martin,well,2003-03-08 08:57:00,
1710,fry,well,2003-03-08 20:04:00,
1711,benelek,well,2003-03-09 01:00:00,
1712,Martin,well,2003-03-09 11:29:00,
1713,mmuday,well,2003-03-10 14:56:00,
1714,Martin,well,2003-03-10 18:29:00,
1715,benelek,well,2003-03-11 00:43:00,
1716,Martin,well,2003-03-11 04:24:00,
1717,mmuday,well,2003-03-13 22:21:00,
1718,mmuday,well,2003-03-13 22:29:00,
1719,_martin,well,2003-03-14 00:53:00,
1720,benelek,well,2003-03-14 07:07:00,
1721,benelek,king ficher,2003-03-10 14:47:00,
1722,sparky_monkey,my first real code....,2003-03-19 12:14:00,
1723,pollux,my first real code....,2003-03-19 20:26:00,
1724,mmuday,my first real code....,2003-03-20 03:58:00,
1725,benelek,my first real code....,2003-03-21 14:04:00,
1726,53,my first real code....,2003-08-11 05:35:00,
1727,benelek,bitwise,2003-04-22 15:42:00,
1728,REAS,OR,2003-05-03 20:08:00,
1729,benelek,OR,2003-05-12 13:59:00,
1730,edwardgeorge,OR,2003-05-13 12:07:00,
1731,Dimitre,Pyramid - Sierpinski,2003-05-06 05:02:00,
1732,Dara,Pyramid - Sierpinski,2003-05-06 09:45:00,
1733,vent,Pyramid - Sierpinski,2003-05-06 15:44:00,
1734,Dimitre,Pyramid - Sierpinski,2003-05-06 17:46:00,
1735,benelek,contours,2003-06-07 08:38:00,
1736,arielm,contours,2003-06-07 17:20:00,
1737,benelek,contours,2003-06-08 02:34:00,
1738,benelek,magenta,2003-06-11 16:22:00,
1739,mKoser,magenta,2003-08-26 23:09:00,
1740,benelek,magenta,2003-08-27 08:15:00,
1741,meltphace,electric field,2003-07-28 05:33:00,
1742,benelek,electric field,2003-08-09 05:00:00,
1743,meltphace,electric field,2003-08-11 03:39:00,
1744,Captain_Lobotomy,electric field,2003-09-09 22:43:00,
1745,madmerv,electric field,2003-11-12 21:15:00,
1746,rgovostes,electric field,2003-11-13 03:11:00,
1747,gll,electric field,2004-01-13 23:29:00,
1748,Bijeoma,alpha play,2003-08-09 20:50:00,
1749,benelek,alpha play,2003-08-10 03:30:00,
1750,Bijeoma,alpha play,2003-08-10 06:51:00,
1751,toxi,circle segments,2003-08-12 14:54:00,
1752,flight404,circle segments,2003-08-12 21:30:00,
1753,scrap-pile,circle segments,2003-08-12 22:25:00,
1754,REAS,circle segments,2003-08-13 08:48:00,
1755,toxi,circle segments,2003-08-13 11:22:00,
1756,REAS,circle segments,2003-08-13 18:44:00,
1757,Koenie,circle segments,2003-08-13 21:23:00,
1758,kevinP,circle segments,2004-01-23 16:30:00,
1759,kate,circle segments,2004-07-27 18:07:00,
1760,TomC,circle segments,2004-07-27 18:16:00,
1761,kate,circle segments,2004-07-29 16:51:00,
1762,TomC,circle segments,2004-07-29 17:16:00,
1763,flight404,Zombie Infection Sim. by Kevan Davis,2003-08-22 03:31:00,
1764,Koenie,Zombie Infection Sim. by Kevan Davis,2003-08-22 11:39:00,
1765,flight404,Zombie Infection Sim. by Kevan Davis,2003-08-22 18:32:00,
1766,Koenie,Zombie Infection Sim. by Kevan Davis,2003-08-23 11:19:00,
1767,vent,Zombie Infection Sim. by Kevan Davis,2003-08-26 22:02:00,
1768,brew,Satellite configurations,2003-08-26 16:37:00,
1769,benelek,Satellite configurations,2003-08-27 08:17:00,
1770,edwardgeorge,Satellite configurations,2003-08-27 11:51:00,
1771,REAS,Satellite configurations,2003-08-31 01:15:00,
1772,rgovostes,triangle,2003-08-30 19:25:00,
1773,vent,diagram_1,2003-09-01 01:20:00,
1774,REAS,diagram_1,2003-09-01 13:01:00,
1775,benelek,diagram_1,2003-09-01 14:09:00,
1776,vent,diagram_1,2003-09-01 16:17:00,
1777,benelek,diagram_1,2003-09-02 08:08:00,
1778,vent,diagram_1,2003-09-02 15:59:00,
1779,Ale_k,AbstractScape,2003-10-03 18:09:00,
1780,Ale_k,AbstractScape,2003-10-05 18:41:00,
1781,kmcdonald,AbstractScape,2003-10-15 08:09:00,
1782,Ale_k,AbstractScape,2003-10-16 16:22:00,
1783,Ale_k,AbstractScape,2003-10-20 12:12:00,
1784,vent,AbstractScape,2003-10-20 20:26:00,
1785,Ale_k,AbstractScape,2003-10-21 10:34:00,
1786,Ale_k,AbstractScape,2004-02-10 09:53:00,
1787,arielm,AbstractScape,2004-02-10 11:21:00,
1788,mKoser,AbstractScape,2004-02-10 13:59:00,
1789,Ale_k,AbstractScape,2004-02-12 21:30:00,
1790,rgovostes,"""Spiderweb""",2003-10-06 01:09:00,
1791,rgovostes,"""Spiderweb""",2003-10-09 02:43:00,
1792,mr.prufrock,nebula,2003-12-07 02:55:00,
1793,Koenie,nebula,2003-12-07 20:03:00,
1794,REAS,nebula,2003-12-07 21:41:00,
1795,Andrew,simple gravity sketches,2003-12-14 08:54:00,
1796,arielm,simple gravity sketches,2003-12-14 21:31:00,
1797,REAS,simple gravity sketches,2003-12-16 19:12:00,
1798,Andrew,simple gravity sketches,2003-12-17 11:08:00,
1799,mflux,simple gravity sketches,2003-12-19 15:09:00,
1800,Questor,simple gravity sketches,2003-12-28 03:34:00,
1801,kmcdonald,Flower,2004-02-15 08:31:00,
1802,benelek,Flower,2004-02-15 12:50:00,
1803,kmcdonald,Flower,2004-02-16 19:31:00,
1804,mKoser,Flower,2004-02-18 00:38:00,
1805,seizethedave,Flower,2004-03-23 22:24:00,
1806,kmcdonald,Goghlines,2004-02-16 19:28:00,
1807,benelek,Goghlines,2004-02-19 12:10:00,
1808,kmcdonald,Goghlines,2004-02-20 03:07:00,
1809,rgovostes,color drain,2004-02-17 02:22:00,
1810,Glen Murphy,color drain,2004-02-17 06:57:00,
1811,kevinP,color drain,2004-02-17 09:49:00,
1812,arielm,color drain,2004-02-17 10:53:00,
1813,rgovostes,color drain,2004-02-17 18:30:00,
1814,benelek,color drain,2004-02-19 12:18:00,
1815,rgovostes,color drain,2004-02-19 21:41:00,
1816,kevinP,rotated squares,2004-02-23 03:26:00,
1817,Markavian,rotated squares,2004-04-17 15:30:00,
1818,_alcys_,extrusion example,2004-09-17 17:43:00,
1819,vent,mud & curves,2004-09-22 01:56:00,
1820,artkast,Automated Biological Process,2004-11-01 17:15:00,
1821,kmcdonald,Automated Biological Process,2004-11-05 15:49:00,
1822,kmcdonald,Tissue Paper,2004-11-05 15:53:00,
1823,rgovostes,Tissue Paper,2004-11-06 01:38:00,
1824,kmcdonald,Tissue Paper,2004-11-10 22:00:00,
1825,heavysixer,snow (again),2004-11-08 20:23:00,
1826,Fish-face,snow (again),2004-11-11 17:33:00,
1827,heavysixer,snow (again),2004-11-23 01:26:00,
1828,Fish-face,snow (again),2004-12-01 22:26:00,
1829,arielm,snow (again),2004-12-01 23:07:00,
1830,Fish-face,snow (again),2004-12-23 21:29:00,
1831,Eilsoe,help with spray,2005-03-09 00:29:00,
1832,st33d,help with spray,2005-03-09 02:24:00,
1833,Eilsoe,help with spray,2005-03-09 12:32:00,
1834,st33d,help with spray,2005-03-09 12:45:00,
1835,Eilsoe,help with spray,2005-03-09 12:54:00,
1836,Eilsoe,"z-depth alpha, how?",2005-03-09 21:40:00,
1837,bsr,"z-depth alpha, how?",2005-03-09 23:11:00,
1838,Eilsoe,"z-depth alpha, how?",2005-03-09 23:26:00,
1839,Eilsoe,distance calculation in a confined 3D env.,2005-03-09 23:31:00,
1840,JohnG,distance calculation in a confined 3D env.,2005-03-15 16:03:00,
1841,REAS,Guidelines,2003-02-14 01:40:00,
1842,_cory,l[inguistic] system,2003-03-06 17:44:00,
1843,Martin,l[inguistic] system,2003-03-06 18:59:00,
1844,_cory,l[inguistic] system,2003-03-13 16:38:00,
1845,Martin,l[inguistic] system,2003-03-13 18:10:00,
1846,mad merv,l[inguistic] system,2004-02-01 19:27:00,
1847,kevinP,l[inguistic] system,2004-02-01 22:25:00,
1848,mm,l[inguistic] system,2004-02-05 07:29:00,
1849,Glen Murphy,Pie Charter,2003-03-06 23:05:00,
1850,Martin,1nformation: Dis0rganized,2003-03-08 18:37:00,
1851,benelek,1nformation: Dis0rganized,2003-03-09 00:49:00,
1852,Martin,1nformation: Dis0rganized,2003-03-09 04:06:00,
1853,Martin,1nformation: Dis0rganized,2003-03-09 04:17:00,
1854,benelek,1nformation: Dis0rganized,2003-03-09 06:59:00,
1855,Martin,1nformation: Dis0rganized,2003-03-09 09:33:00,
1856,Martin,1nformation: Dis0rganized,2003-03-09 11:07:00,
1857,benelek,1nformation: Dis0rganized,2003-03-09 13:12:00,
1858,Martin,1nformation: Dis0rganized,2003-03-09 13:20:00,
1859,tomek,1nformation: Dis0rganized,2003-03-09 17:25:00,
1860,Martin,1nformation: Dis0rganized,2003-03-09 18:35:00,
1861,benelek,1nformation: Dis0rganized,2003-03-09 23:38:00,
1862,Martin,1nformation: Dis0rganized,2003-03-10 18:48:00,
1863,mmuday,1nformation: Dis0rganized,2003-03-10 22:35:00,
1864,Martin,1nformation: Dis0rganized,2003-03-11 04:06:00,
1865,Martin,1nformation: Dis0rganized,2003-03-08 18:37:00,
1866,benelek,1nformation: Dis0rganized,2003-03-09 00:49:00,
1867,Martin,1nformation: Dis0rganized,2003-03-09 04:06:00,
1868,Martin,1nformation: Dis0rganized,2003-03-09 04:17:00,
1869,benelek,1nformation: Dis0rganized,2003-03-09 06:59:00,
1870,Martin,1nformation: Dis0rganized,2003-03-09 09:33:00,
1871,Martin,1nformation: Dis0rganized,2003-03-09 11:07:00,
1872,benelek,1nformation: Dis0rganized,2003-03-09 13:12:00,
1873,Martin,1nformation: Dis0rganized,2003-03-09 13:20:00,
1874,tomek,1nformation: Dis0rganized,2003-03-09 17:25:00,
1875,Martin,1nformation: Dis0rganized,2003-03-09 18:35:00,
1876,benelek,1nformation: Dis0rganized,2003-03-09 23:38:00,
1877,Martin,1nformation: Dis0rganized,2003-03-10 18:48:00,
1878,mmuday,1nformation: Dis0rganized,2003-03-10 22:35:00,
1879,Martin,1nformation: Dis0rganized,2003-03-11 04:06:00,
1880,Martin,1nformation: Dis0rganized,2003-03-11 04:57:00,
1881,paul.cage,A B S T R A C T  C L O C K,2003-03-09 19:16:00,
1882,pollux,A B S T R A C T  C L O C K,2003-03-18 05:04:00,
1883,paul.cage,A B S T R A C T  C L O C K,2003-03-21 16:23:00,
1884,mmuday,A B S T R A C T  C L O C K,2003-03-22 18:40:00,
1885,Martin,Tanaw,2003-03-18 17:54:00,
1886,pollux,Tanaw,2003-03-20 06:44:00,
1887,Martin,Tanaw,2003-03-20 17:34:00,
1888,pollux,Tanaw,2003-03-21 06:34:00,
1889,Martin,Tanaw,2003-03-21 13:45:00,
1890,Martin,Tanaw,2003-03-21 18:36:00,
1891,Martin,Tanaw,2003-03-21 21:11:00,
1892,benelek,Tanaw,2003-03-22 16:53:00,
1893,benelek,sleep,2003-03-22 17:18:00,
1894,Martin,sleep,2003-03-23 04:21:00,
1895,benelek,sleep,2003-03-24 03:44:00,
1896,benelek,turtle nostalgia,2003-04-24 14:57:00,
1897,joey,Spirograph,2003-04-30 00:01:00,
1898,Brian,Spirograph,2003-04-30 04:35:00,
1899,joey,Spirograph,2003-05-01 17:00:00,
1900,pollux,Spirograph,2003-05-01 20:27:00,
1901,fli,Community visualization,2003-05-29 10:24:00,
1902,arielm,Community visualization,2003-05-29 11:37:00,
1903,fli,Community visualization,2003-05-29 13:30:00,
1904,arielm,Community visualization,2003-05-29 17:55:00,
1905,fli,Community visualization,2003-05-29 18:26:00,
1906,fli,Community visualization,2003-05-31 12:20:00,
1907,fli,Community visualization,2003-05-31 16:04:00,
1908,madmerv,Community visualization,2003-11-26 20:11:00,
1909,forkinsocket,Community visualization,2003-12-09 06:34:00,
1910,arielm,genesis 11:1,2003-06-04 22:44:00,
1911,benelek,genesis 11:1,2003-06-05 04:07:00,
1912,arielm,genesis 11:1,2003-06-05 11:17:00,
1913,benelek,genesis 11:1,2003-06-06 10:27:00,
1914,arielm,genesis 11:1,2003-06-07 17:42:00,
1915,benelek,genesis 11:1,2003-06-08 02:53:00,
1916,arielm,genesis 11:1,2003-06-08 09:55:00,
1917,JohnByrne,Background color of Sketch/Present,2003-07-02 02:43:00,
1918,JohnByrne,Sinuous rills,2003-07-02 06:35:00,
1919,xoff,Crawl the web,2003-07-11 17:36:00,
1920,arielm,Crawl the web,2003-07-12 23:27:00,
1921,xoff,Crawl the web,2003-07-14 16:26:00,
1922,arielm,Crawl the web,2003-07-14 20:26:00,
1923,benelek,Crawl the web,2003-07-15 08:29:00,
1924,fry,Crawl the web,2003-07-15 20:51:00,
1925,mannytan,clock,2003-08-08 06:22:00,
1926,scrap-pile,clock,2003-08-08 18:04:00,
1927,Koenie,clock,2003-08-08 21:31:00,
1928,mannytan,clock,2003-08-09 00:53:00,
1929,benelek,clock,2003-08-09 04:55:00,
1930,flight404,clock,2003-08-09 07:58:00,
1931,hbarragan,clock,2003-08-11 18:59:00,
1932,v3ga,BumpMap 2D,2003-08-10 01:34:00,
1933,REAS,BumpMap 2D,2003-08-11 19:47:00,
1934,Glen Murphy,BumpMap 2D,2003-08-17 08:10:00,
1935,hbarragan,D/A clock,2003-08-20 03:36:00,
1936,Martin,D/A clock,2003-08-20 14:49:00,
1937,mKoser,Paranoid Eye ... video mosaic,2003-08-23 01:31:00,
1938,Glen Murphy,Paranoid Eye ... video mosaic,2003-08-23 08:08:00,
1939,mKoser,Paranoid Eye ... video mosaic,2003-08-23 12:01:00,
1940,benelek,Paranoid Eye ... video mosaic,2003-08-23 16:42:00,
1941,mKoser,Paranoid Eye ... video mosaic,2003-08-23 18:54:00,
1942,trip,video tracking: change,2003-08-27 11:29:00,
1943,brew,video tracking: change,2003-08-27 20:13:00,
1944,trip,video tracking: change,2003-08-27 21:55:00,
1945,brew,video tracking: change,2003-08-27 22:07:00,
1946,Jerronimo,video tracking: change,2003-08-28 15:40:00,
1947,mrb,video tracking: change,2003-08-28 16:27:00,
1948,Jerronimo,video tracking: change,2003-08-28 18:51:00,
1949,Glen Murphy,video tracking: change,2003-08-29 01:43:00,
1950,Jerronimo,video tracking: change,2003-08-29 03:59:00,
1951,Jerronimo,Mandelbrot Zoomer,2003-09-01 18:03:00,
1952,rgovostes,Mandelbrot Zoomer,2003-10-07 03:32:00,
1953,JohnG,Mandelbrot Zoomer,2003-10-07 11:59:00,
1954,shadeone,Mandelbrot Zoomer,2003-11-05 20:33:00,
1955,rgovostes,Mandelbrot Zoomer,2003-11-05 23:47:00,
1956,shadeone,Mandelbrot Zoomer,2003-11-06 14:04:00,
1957,Jerronimo,Boring non-abstract clock,2003-09-02 21:36:00,
1958,rgovostes,Boring non-abstract clock,2003-09-02 23:00:00,
1959,benelek,time-based bezier,2003-09-11 09:47:00,
1960,elout,webcam-fun - part 1,2003-09-22 02:26:00,
1961,v3ga,webcam-fun - part 1,2003-12-04 00:01:00,
1962,flight404,webcam-fun - part 1,2003-12-04 01:01:00,
1963,samuel_wan,Simple Clock,2003-09-29 16:15:00,
1964,vent,Simple Clock,2003-09-29 17:07:00,
1965,forkinsocket,Simple Clock,2003-12-09 06:27:00,
1966,JohnG,Chaotic Icon,2003-09-30 17:39:00,
1967,arielm,Chaotic Icon,2003-09-30 21:26:00,
1968,Joel Moxley,visualizing metabolic networks (2d->3d),2003-10-01 17:33:00,
1969,Elrick,visualizing metabolic networks (2d->3d),2003-10-14 20:06:00,
1970,Tait,Binary Demonstration,2003-10-09 14:45:00,
1971,toxi,Binary Demonstration,2003-10-09 15:23:00,
