category,authorList,name,sentence,url,prettyVersion,paragraph,version,download,timestamp,type,id,imports,removed_at
Utilities,[Yonas Sandbaek](http://www.seltar.org/),Post To Web,"Upload files to a web server, supported formats are pdf, png, jpeg, gif and tiff.",http://libraries.seltar.org/postToWeb/,0.7,,11,http://libraries.seltar.org/postToWeb/postToWeb.zip,1321556159,library,031,,
3D,[Nicolas Clavaud](mailto:antiplastik@gmail.com),Picking,A simple toolkit to enable 3D picking in Processing sketches.,http://n.clavaud.free.fr/processing/library/picking/,0.1.6,This library provides a simple wrapper around the [color buffer picking](http://wiki.processing.org/w/Picking_with_a_color_buffer) technique.,4,http://n.clavaud.free.fr/processing/library/picking/download/Picking.zip,1321556159,library,032,,
3D,[Nicolas Clavaud](http://n.clavaud.free.fr/),Picking,Pick an object in a 3D scene easily.,http://n.clavaud.free.fr/processing/library/picking/,0.2.0,,5,http://n.clavaud.free.fr/processing/library/picking/download/Picking.zip,1377631833,library,032,,
3D,[Nicolas Clavaud](http://n.clavaud.free.fr/),Picking,Pick an object in a 3D scene easily.,http://n.clavaud.free.fr/processing/library/picking/,0.2.1,,6,http://n.clavaud.free.fr/processing/library/picking/download/Picking.zip,1377889393,library,032,,
Animation,[Ekene Ijeoma](http://ekeneijeoma.com),ijeomamotion,Creates fast and easy time/frame based animations using tweens.,http://ekeneijeoma.com/processing/ijeomamotion,3.9.6,,25,http://ekeneijeoma.com/processing/ijeomamotion/download/ijeomamotion.zip,1322503721,library,033,,
Animation,[Ekene Ijeoma](http://ekeneijeoma.com),ijeomamotion,"A library for sketching animations with numbers, colors vectors, beziers, curves and more!",http://ekeneijeoma.com/processing/ijeomamotion/,4,"A library for sketching animations with numbers, colors vectors, beziers, curves and more! It can play tweens in parallel, in a sequence or in a timeline/keyframes. Parallels can playback Sequences and vice versa. Timelines can also playback Parallels and Sequences too! You can also use all of aforementioed to call functions!.",26,http://ekeneijeoma.com/processing/ijeomamotion/download/ijeomamotion.zip,1348434996,library,033,,
Animation,[Ekene Ijeoma](http://ekeneijeoma.com),ijeomamotion,"A library for sketching animations with numbers, colors vectors, beziers, curves and more!",http://ekeneijeoma.com/processing/ijeomamotion/,4,"A library for sketching animations with numbers, colors vectors, beziers, curves and more! It can play tweens in parallel, in a sequence or in a timeline/keyframes. Parallels can playback Sequences and vice versa. Timelines can also playback Parallels and Sequences too! You can also use all of aforementioed to call functions!.",40,http://ekeneijeoma.com/processing/ijeomamotion/download/ijeomamotion.zip,1349452872,library,033,,
Animation,[Ekene Ijeoma](http://ekeneijeoma.com),ijeomamotion,"A cross-mode Processing library for sketching animations with numbers, colors vectors, beziers, curves and more.",https://github.com/ekeneijeoma/ijeomamotion,4.4,"Cross-mode means that it will run and export in both Processing IDE's Java and Javascript modes. It can play tweens in parallel, in a sequence or in a timeline/keyframes. Parallels can playback Sequences and vice versa. Timelines can also playback Parallels and Sequences too. You can also use all of aforementioed to call functions! You can also use it in Javascript with or without Processing. However as of now the javascript port ijeomamotion.js doesnt include the ijeomamotion.tween.Callback class or ijeomamotion.geom and ijeomamotion.math packages but it will soon! Please post issues on Github or Processing's forums under ""Contributed Libraries"".",44,http://ekeneijeoma.com/processing/ijeomamotion/download/ijeomamotion.zip,1352479566,library,033,,
Animation,[Ekene Ijeoma](http://ekeneijeoma.com),ijeomamotion,"A cross-mode Processing library for sketching animations with numbers, colors vectors, beziers, curves and more.",https://github.com/ekeneijeoma/ijeomamotion,4.5,"Cross-mode means that it will run and export in both Processing IDE's Java and Javascript modes. It can play tweens in parallel, in a sequence or in a timeline/keyframes. Parallels can playback Sequences and vice versa. Timelines can also playback Parallels and Sequences too. You can also use all of aforementioed to call functions! You can also use it in Javascript with or without Processing. However as of now the javascript port ijeomamotion.js doesnt include the ijeomamotion.tween.Callback class or ijeomamotion.geom and ijeomamotion.math packages but it will soon! Please post issues on Github or Processing's forums under ""Contributed Libraries"".",45,http://ekeneijeoma.com/processing/ijeomamotion/download/ijeomamotion.zip,1355235157,library,033,,
Animation,[Ekene Ijeoma](http://ekeneijeoma.com),ijeomamotion,"A cross-mode Processing library for sketching animations with numbers, colors vectors, beziers, curves and more.",http://ekeneijeoma.com/processing/ijeomamotion,5.5,"Cross-mode means that it will run and export in both Processing IDE's Java and Javascript modes. It can play tweens in parallel, in a sequence or in a timeline/keyframes. Parallels can playback Sequences and vice versa. Timelines can also playback Parallels and Sequences too. You can also use all of aforementioed to call functions! You can also use it in Javascript with or without Processing. However as of now the javascript port ijeomamotion.js doesnt include the ijeomamotion.tween.Callback class or ijeomamotion.geom and ijeomamotion.math packages but it will soon! Please post issues on Github or Processing's forums under ""Contributed Libraries"".",55,http://ekeneijeoma.com/processing/ijeomamotion/download/ijeomamotion.zip,1370443575,library,033,,
Utilities,[David Bouchard](http://www.deadpixel.ca),Keystone,A video projection mapping library which allows to warp sketches onto any flat surface by using corner pin keystoning.,http://keystonep5.sourceforge.net/,002,,2,http://keystonep5.sourceforge.net/download/keystone.zip,1322503721,library,034,,
Utilities,[David Bouchard](http://www.deadpixel.ca),keystone,A video projection mapping library which allows to warp sketches onto any flat surface by using corner pin keystoning.,http://keystonep5.sourceforge.net/,003,,3,http://keystonep5.sourceforge.net/download/keystone.zip,1352479566,library,034,,
Utilities,[David Bouchard](http://www.deadpixel.ca),keystone,A collection of utilities for solving this and that problem.,http://keystonep5.sourceforge.net/,004,A video projection mapping library which allows to warp sketches onto any flat surface by using corner pin keystoning.,4,http://keystonep5.sourceforge.net/download/keystone.zip,1364321466,library,034,,
Utilities,[David Bouchard](http://www.deadpixel.ca),keystone,A video projection mapping library which allows to warp sketches onto any flat surface by using corner pin keystoning.,http://keystonep5.sourceforge.net/,005,A video projection mapping library which allows to warp sketches onto any flat surface by using corner pin keystoning.,5,http://keystonep5.sourceforge.net/download/keystone.zip,1379854661,library,034,,
Sound,[Daniel Jones](http://www.erase.net/),SuperCollider client for Processing,Framework to interface with the SuperCollider synthesis engine.,http://www.erase.net/projects/processing-sc/,0.3.0,"This library provides a simple approach to interfacing with the powerful [SuperCollider](http://supercollider.sourceforge.net) sound synthesis engine. It provides objects to encapsulate common functions such as creating and manipulating Synth, Buffer and Bus objects.",1,http://www.erase.net/projects/processing-sc/files/processing-sc.zip,1322503721,library,035,,
3D,[Kristian Damkjer](http://www.gdsstudios.com/),OCD: Obsessive Camera Direction,The Obsessive Camera Direction (OCD) library allows intuitive control and creation of Processing viewport Cameras.,http://www.gdsstudios.com/processing/libraries/ocd/,1.5,"With OCD, it is easy set up several cameras and switch between them. It is also easy to manipulate individual cameras using standard camera movement commands.",5,http://www.gdsstudios.com/processing/libraries/ocd/download/ocd.zip,1323114696,library,036,,
3D,[Jonathan Feinberg](http://mrfeinberg.com/),Patchy,Patchy provides an easy-to-use bicubic patch for 3D Processing sketches.,http://mrfeinberg.com/patchy/,,,100,http://mrfeinberg.com/patchy/patchy.zip,1323114696,library,037,,
3D,[Jonathan Feinberg](http://mrfeinberg.com/),Patchy,Patchy provides an easy-to-use bicubic patch for 3D Processing sketches.,http://mrfeinberg.com/patchy/,,,200,http://mrfeinberg.com/patchy/patchy.zip,1374249118,library,037,,
Typography,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",35,http://www.ricardmarxer.com/geomerative/geomerative.zip,1323114696,library,038,,
Typography,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",36,http://www.ricardmarxer.com/geomerative/geomerative.zip,1352479566,library,038,,
Typography,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",38,http://www.ricardmarxer.com/geomerative/geomerative.zip,1363296303,library,038,,
Typography,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",39,http://www.ricardmarxer.com/geomerative/geomerative.zip,1370443575,library,038,,
Typography,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",40,http://www.ricardmarxer.com/geomerative/geomerative.zip,1385354062,library,038,,
Geometry,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",35,http://www.ricardmarxer.com/geomerative/geomerative.zip,1323114696,library,039,,
Geometry,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",36,http://www.ricardmarxer.com/geomerative/geomerative.zip,1352479566,library,039,,
Geometry,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",38,http://www.ricardmarxer.com/geomerative/geomerative.zip,1363296303,library,039,,
Geometry,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",39,http://www.ricardmarxer.com/geomerative/geomerative.zip,1370443575,library,039,,
Geometry,[Ricard Marxer](http://www.ricardmarxer.com/),Geomerative,Extends 2D geometry operations to facilitate generative geometry. Includes a TrueType font interpreter.,http://www.ricardmarxer.com/geomerative,,"This library exposes the shapes (such as vector drawings or typographies) in a more approchable way. Geomerative makes it easy to access the paths, the handles and the points, making it easy to develop generative typography and geometry pieces in Processing.",40,http://www.ricardmarxer.com/geomerative/geomerative.zip,1385354062,library,039,,
Data,[RSG](http://r-s-g.org),Carnivore,Surveillance tool for data networks.,http://r-s-g.org/carnivore,4,,4,http://r-s-g.org/carnivore/download/carnivore_p5lib.zip,1324650957,library,040,,
Data,[RSG](http://r-s-g.org),Carnivore,Surveillance tool for data networks.,http://r-s-g.org/carnivore,5,,5,http://r-s-g.org/carnivore/download/carnivore_p5lib.zip,1372724271,library,040,,
Data,[RSG](http://r-s-g.org),Carnivore,Surveillance tool for data networks.,http://r-s-g.org/carnivore,6,,6,http://r-s-g.org/carnivore/download/carnivore_p5lib.zip,1381592539,library,040,,
Simulation,[RSG](http://r-s-g.org),Carnivore,Surveillance tool for data networks.,http://r-s-g.org/carnivore,4,,4,http://r-s-g.org/carnivore/download/carnivore_p5lib.zip,1324650957,library,041,,
Simulation,[RSG](http://r-s-g.org),Carnivore,Surveillance tool for data networks.,http://r-s-g.org/carnivore,5,,5,http://r-s-g.org/carnivore/download/carnivore_p5lib.zip,1372724271,library,041,,
Simulation,[RSG](http://r-s-g.org),Carnivore,Surveillance tool for data networks.,http://r-s-g.org/carnivore,6,,6,http://r-s-g.org/carnivore/download/carnivore_p5lib.zip,1381592539,library,041,,
Data,[Bruno Nadeau](http://wyldco.com),romefeeder,"A wrapper around the ROME library that provides the tools for parsing, generating and publishing RSS and Atom feeds.",http://wyldco.com/project/romefeeder,1.0.0,,1,http://wyldco.com/romefeeder/download/romefeeder.zip,1324650957,library,042,,1361901672
3D,[Tatsuya Saito](http://saito-tatsuya.net/) and [Matt Ditton](http://thequietvoid.com/),OBJLoader,.OBJ 3D model file loader,http://code.google.com/p/saitoobjloader/,0.99,,23,http://saitoobjloader.googlecode.com/files/OBJLoader.zip,1325870004,library,043,,
Data,[Jon Reades](http://www.ucl.ac.uk/bartlett/people/?school=casa&upi=JREAD63),MapThing,A collection of classes for reading ESRI-compliant Shape files (a.k.a. shapefiles) and displaying them as part of a sketch.,http://www.reades.com/MapThing,1.1,,2,http://www.reades.com/MapThing.zip,1328893655,library,044,,
Data,[Jon Reades](http://www.ucl.ac.uk/bartlett/people/?school=casa&upi=JREAD63),MapThing,A collection of classes for reading ESRI-compliant Shape files (a.k.a. shapefiles) and displaying them as part of a sketch.,http://www.reades.com/MapThing,1.3,"There are four main classes with which you want to concern yourself: 1) BoundingBox is how you define the geographic envelope within which the sketch is displayed, in effect it maps the geographic space on to the viewable space of the sketch itself; 2) Lines is used to read and display line-type data; 3) Points is used to read and display point-type data; and 4) Polygons is used to read and display polygon-type data (this last only works with Shapefiles for now).",3,http://www.reades.com/MapThing.zip,1337790809,library,044,,
Data,[Jon Reades](http://www.reades.com/),MapThing,"A collection of classes for reading and displaying Shape files (a.k.a. ESRI shapefiles), CSV, and GPX data in a map-based sketch.",http://www.reades.com/MapThing,1.4,There are four main classes with which you should be familiar: 1) BoundingBox defines the sketch's geographic 'envelope' by mapping a shapefile's geographic coordinates on to the viewable space of the sketch; 2) Lines is used to read and display single-part and multi-part line data; 3) Points is used to read and display point data; and 4) Polygons is used to read and display single and multi-part polygon data (this only works with shapefiles for now). GPX display needs work.,5,http://www.reades.com/MapThing/MapThing.zip,1366037521,library,044,,
Math,[Adila Faruk](http://holypapayaresearch.com),papaya,A collection of utilities for performing some statistical and matrix-related manipulations.,http://holypapayaresearch/papayaStatistics.com,0.1.1,,1,http://dl.dropbox.com/u/6990683/papaya.zip,1329244702,library,045,,
Utilities,[Adila Faruk](http://holypapayaresearch.com),papaya,A collection of utilities for performing some statistical and matrix-related manipulations.,http://holypapayaresearch/papayaStatistics.com,0.1.1,,1,http://dl.dropbox.com/u/6990683/papaya.zip,1329244702,library,046,,1361901672
Utilities,[Eric Socolofsky](http://transmote.com/),Nest,Scenegraph and mouse event handling system based loosely on ActionScript3.,http://transmote.com/nest/,0.4,"Nest also includes an event-based communication system, built on the Observer pattern as implemented by Java's Observer interface.",4,http://transmote.com/nest/download/Nest.zip,1329244702,library,047,,
Utilities,[Eric Socolofsky](http://transmote.com/),Nest,Scenegraph and mouse event handling system based loosely on ActionScript3.,http://transmote.com/nest/,0.41,"Nest also includes an event-based communication system, built on the Observer pattern as implemented by Java's Observer interface.",5,http://transmote.com/nest/download/Nest.zip,1329414283,library,047,,
Utilities,[Eric Socolofsky](http://transmote.com/),Nest,Scenegraph and mouse event handling system based loosely on ActionScript 3.,http://transmote.com/nest/,0.5,"Nest also includes an event-based communication system, built on the Observer pattern as implemented by Java's Observer interface.",6,http://transmote.com/nest/download/Nest.zip,1342455943,library,047,,
Utilities,[Eric Socolofsky](http://transmote.com/),Nest,Scenegraph and mouse event handling system based loosely on ActionScript 3.,http://transmote.com/nest/,0.51,"Nest also includes an event-based communication system, built on the Observer pattern as implemented by Java's Observer interface.",7,http://transmote.com/nest/download/Nest.zip,1357149732,library,047,,
Utilities,[Eric Socolofsky](http://transmote.com/),Nest,Scenegraph and mouse event handling system based loosely on ActionScript 3.,http://transmote.com/nest/,0.6,"Nest also includes an event-based communication system, built on the Observer pattern as implemented by Java's Observer interface.",8,http://transmote.com/nest/download/Nest.zip,1360008196,library,047,,
Utilities,[Eric Socolofsky](http://transmote.com/),Nest,Scenegraph and mouse event handling system based loosely on ActionScript 3.0.,http://transmote.com/nest/,0.7.0,"In addition to the scenegraph, Nest also includes an event-based communication system (built on the Observer pattern as implemented by Java's Observer interface), and some minimal UI components.",9,http://transmote.com/nest/download/Nest.zip,1371753847,library,047,,
Math,[Martin Prout](http://martinpblogformasswritingproject.blogspot.com/2010/08/lsystemutilities-for-processing.html),LSystems,Utilities for exploring lsystems.,http://kenai.com/projects/l-system-utilities,0.7.4,"Supports simple, stochastic and context-sensitive grammars.",2,http://kenai.com/downloads/l-system-utilities/lsystem.zip,1329414283,library,048,,1389148222
Math,[Martin Prout](http://martinpblogformasswritingproject.blogspot.com/2010/08/lsystemutilities-for-processing.html),LSystems,Utilities for exploring lsystems.,http://kenai.com/projects/l-system-utilities,0.8.0,"Supports simple, stochastic and context-sensitive grammars.",3,http://kenai.com/downloads/l-system-utilities/lsystem.zip,1342455943,library,048,,1389148222
Math,[Martin Prout](http://martinpblogformasswritingproject.blogspot.com/2010/08/lsystemutilities-for-processing.html),LSystems,Utilities for exploring lsystems.,http://kenai.com/projects/l-system-utilities,0.8.1,"Supports simple, stochastic and context-sensitive grammars.",4,http://kenai.com/downloads/l-system-utilities/lsystem.zip,1344193854,library,048,,1389148222
Math,[Martin Prout](http://martinpblogformasswritingproject.blogspot.com/2010/08/lsystemutilities-for-processing.html),LSystems,Utilities for exploring lsystems.,http://kenai.com/projects/l-system-utilities,0.9.2,"Supports simple, stochastic and context-sensitive grammars.",7,http://kenai.com/downloads/l-system-utilities/lsystem.zip,1348434996,library,048,,1389148222
Math,[Martin Prout](http://martinpblogformasswritingproject.blogspot.com/2010/08/lsystemutilities-for-processing.html),LSystems,Utilities for exploring lsystems.,http://kenai.com/projects/l-system-utilities,0.9.3,"Supports simple, stochastic and context-sensitive grammars.",8,http://kenai.com/downloads/l-system-utilities/lsystem.zip,1349452872,library,048,,1389148222
Math,[Martin Prout](http://martinpblogformasswritingproject.blogspot.com/2010/08/lsystemutilities-for-processing.html),LSystems,Utilities for exploring lsystems.,http://kenai.com/projects/l-system-utilities,0.9.4,"Supports simple, stochastic and context-sensitive grammars.",9,http://kenai.com/downloads/l-system-utilities/lsystem.zip,1354504923,library,048,,1389148222
Math,[Martin Prout](http://martinpblogformasswritingproject.blogspot.com/2010/08/lsystemutilities-for-processing.html),LSystems,Utilities for exploring lsystems.,http://kenai.com/projects/l-system-utilities,0.9.6,"Supports simple, stochastic and context-sensitive grammars.",11,http://kenai.com/downloads/l-system-utilities/lsystem.zip,1370443575,library,048,,1389148222
,[Thomas Diewald](http://thomasdiewald.com/),TabManager,"TabManager is a processing tool, that lists the tabs (sketchcodes) vertically in a separate window.",http://thomasdiewald.com/processing/tools/TabManager/,01.20,the tabs order/position/color/height is customizable ( some simple style-settings in the tab itself ).this tool can be docked to the processing-ide on all four sides.,1,http://thomasdiewald.com/processing/tools/TabManager/download/TabManager.zip,1329494356,tool,049,,1366118758
3D,[Peter Lager](http://www.lagers.org.uk),shapes3d,3D Shape creation and display made easy.,http://www.lagers.org.uk/s3d4p/index.html,1.9.3,"Choose from a wide range of shapes including the sphere, box, cylinder, torus, helix, bezier shapes and various tubes. All of the shapes can be shown in wireframe, colour or textured with your own images. All of these shapes can be seen at [Shapes3D examples](http://www.lagers.org.uk/s3d4p/applets/s3d4p_showcase/index.html).",2,http://www.lagers.org.uk/processing/shapes3d/shapes3d.zip,1332857457,library,050,,
3D,[Peter Lager](http://www.lagers.org.uk),shapes3d,3D Shape creation and display made easy.,http://www.lagers.org.uk/s3d4p/index.html,2.0.1,"Choose from a wide range of shapes including the sphere, box, cylinder, torus, helix, bezier shapes and various tubes. All of the shapes can be shown in wireframe, colour or textured with your own images. Many of library examples need the [PeasyCam](http://http://www.processing.org/reference/libraries/",4,http://www.lagers.org.uk/processing/shapes3d/shapes3d.zip,1342455943,library,050,,
3D,[Peter Lager](http://www.lagers.org.uk),shapes3d,3D Shape creation and display made easy.,http://www.lagers.org.uk/s3d4p/index.html,2.1.1,"Choose from a wide range of shapes including the sphere, box, cylinder, torus, helix, bezier shapes and various tubes. All of the shapes can be shown in wireframe, colour or textured with your own images. Many of library examples need the [PeasyCam](http://http://www.processing.org/reference/libraries/",6,http://www.lagers.org.uk/processing/shapes3d/shapes3d.zip,1348434996,library,050,,
3D,[Peter Lager](http://www.lagers.org.uk),shapes3d,3D Shape creation and display made easy.,http://www.lagers.org.uk/s3d4p/index.html,2.1.2,"Choose from a wide range of shapes including the sphere, box, cylinder, torus, helix, bezier shapes and various tubes. All of the shapes can be shown in wireframe, colour or textured with your own images. Many of library examples need the [PeasyCam](http://http://www.processing.org/reference/libraries/",7,http://www.lagers.org.uk/processing/shapes3d/shapes3d.zip,1352479566,library,050,,
3D,[Peter Lager](http://www.lagers.org.uk),Shapes3d,3D Shape creation and display made easy.,http://www.lagers.org.uk/s3d4p/index.html,2.1.4,"Choose from a wide range of shapes including the sphere, box, cylinder, torus, helix, bezier shapes and various tubes. All of the shapes can be shown in wireframe, colour or textured with your own images. Many of library examples need the [PeasyCam](http://http://www.processing.org/reference/libraries/",9,http://www.lagers.org.uk/processing/shapes3d/Shapes3d.zip,1363447398,library,050,,
GUI,[Peter Lager](http://www.lagers.org.uk),guicomponents,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,1.7.6,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",1,http://www.lagers.org.uk/processing/g4p/guicomponents.zip,1332857457,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),guicomponents,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,2.0.1,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",3,http://www.lagers.org.uk/processing/g4p/guicomponents.zip,1342455943,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),guicomponents,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,2.0.3,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",5,http://www.lagers.org.uk/processing/g4p/guicomponents.zip,1348434996,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.0.0,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",6,http://www.lagers.org.uk/processing/g4p/G4P.zip,1354504923,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.1.0,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",7,http://www.lagers.org.uk/processing/g4p/G4P.zip,1355955708,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.1.1,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",8,http://www.lagers.org.uk/processing/g4p/G4P.zip,1357326799,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.2.0,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",9,http://www.lagers.org.uk/processing/g4p/G4P.zip,1361901672,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.2.3,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",12,http://www.lagers.org.uk/processing/g4p/G4P.zip,1363384076,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.2.4,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",13,http://www.lagers.org.uk/processing/g4p/G4P.zip,1370443575,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.2.5,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",14,http://www.lagers.org.uk/processing/g4p/G4P.zip,1373316493,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.3,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",15,http://www.lagers.org.uk/processing/g4p/G4P.zip,1374596598,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.3.1,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",16,http://www.lagers.org.uk/processing/g4p/G4P.zip,1381592539,library,051,,
GUI,[Peter Lager](http://www.lagers.org.uk),G4P,Provides a set of 2D GUI controls and multiple window support.,http://www.lagers.org.uk/g4p,3.4,"Controls include buttons, sliders, knobs, labels, textfields, timers, combo boxes, option buttons etc. and multiple windows.  [G4P GUI builder](http://www.lagers.org.uk/g4ptool/index.html) is a companion tool that enables the rapid (visual) development of user interfaces with this library.",17,http://www.lagers.org.uk/processing/g4p/G4P.zip,1389148222,library,051,,
